Teff/[K]  sig(Teff)  logg    [Fe/H]      <F_00>   sig(F_00)     aLD1_00     aLD2_00     aLD3_00     aLD4_00      <F_01>   sig(F_01)     aLD1_01     aLD2_01     aLD3_01     aLD4_01      <F_02>   sig(F_02)     aLD1_02     aLD2_02     aLD3_02     aLD4_02      <F_03>   sig(F_03)     aLD1_03     aLD2_03     aLD3_03     aLD4_03      <F_04>   sig(F_04)     aLD1_04     aLD2_04     aLD3_04     aLD4_04      <F_05>   sig(F_05)     aLD1_05     aLD2_05     aLD3_05     aLD4_05      <F_06>   sig(F_06)     aLD1_06     aLD2_06     aLD3_06     aLD4_06      <F_07>   sig(F_07)     aLD1_07     aLD2_07     aLD3_07     aLD4_07      <F_08>   sig(F_08)     aLD1_08     aLD2_08     aLD3_08     aLD4_08      <F_09>   sig(F_09)     aLD1_09     aLD2_09     aLD3_09     aLD4_09      <F_10>   sig(F_10)     aLD1_10     aLD2_10     aLD3_10     aLD4_10      <F_11>   sig(F_11)     aLD1_11     aLD2_11     aLD3_11     aLD4_11      <F_12>   sig(F_12)     aLD1_12     aLD2_12     aLD3_12     aLD4_12      <F_13>   sig(F_13)     aLD1_13     aLD2_13     aLD3_13     aLD4_13      <F_14>   sig(F_14)     aLD1_14     aLD2_14     aLD3_14     aLD4_14      <F_15>   sig(F_15)     aLD1_15     aLD2_15     aLD3_15     aLD4_15      <F_16>   sig(F_16)     aLD1_16     aLD2_16     aLD3_16     aLD4_16      <F_17>   sig(F_17)     aLD1_17     aLD2_17     aLD3_17     aLD4_17      <F_18>   sig(F_18)     aLD1_18     aLD2_18     aLD3_18     aLD4_18      <F_19>   sig(F_19)     aLD1_19     aLD2_19     aLD3_19     aLD4_19      <F_20>   sig(F_20)     aLD1_20     aLD2_20     aLD3_20     aLD4_20      <F_21>   sig(F_21)     aLD1_21     aLD2_21     aLD3_21     aLD4_21      <F_22>   sig(F_22)     aLD1_22     aLD2_22     aLD3_22     aLD4_22      <F_23>   sig(F_23)     aLD1_23     aLD2_23     aLD3_23     aLD4_23      <F_24>   sig(F_24)     aLD1_24     aLD2_24     aLD3_24     aLD4_24      <F_25>   sig(F_25)     aLD1_25     aLD2_25     aLD3_25     aLD4_25      <F_26>   sig(F_26)     aLD1_26     aLD2_26     aLD3_26     aLD4_26      <F_27>   sig(F_27)     aLD1_27     aLD2_27     aLD3_27     aLD4_27      <F_28>   sig(F_28)     aLD1_28     aLD2_28     aLD3_28     aLD4_28      <F_29>   sig(F_29)     aLD1_29     aLD2_29     aLD3_29     aLD4_29      <F_30>   sig(F_30)     aLD1_30     aLD2_30     aLD3_30     aLD4_30      <F_31>   sig(F_31)     aLD1_31     aLD2_31     aLD3_31     aLD4_31      <F_32>   sig(F_32)     aLD1_32     aLD2_32     aLD3_32     aLD4_32      <F_33>   sig(F_33)     aLD1_33     aLD2_33     aLD3_33     aLD4_33      <F_34>   sig(F_34)     aLD1_34     aLD2_34     aLD3_34     aLD4_34      <F_35>   sig(F_35)     aLD1_35     aLD2_35     aLD3_35     aLD4_35      <F_36>   sig(F_36)     aLD1_36     aLD2_36     aLD3_36     aLD4_36      <F_37>   sig(F_37)     aLD1_37     aLD2_37     aLD3_37     aLD4_37  
  6659.320  26.954  3.96614   0.00000 5.83000e-03 7.67065e-05  1.01792240 -0.94696957  1.15436995 -0.45577964 5.68087e-03 7.61368e-05  1.01059985 -0.94345719  1.15410924 -0.45748195 5.78461e-03 7.79493e-05  1.01422691 -0.95155650  1.15689445 -0.45771509 5.98563e-03 8.18678e-05  1.01541567 -0.95564359  1.15382564 -0.45551437 6.14780e-03 8.43045e-05  1.01621401 -0.95844203  1.14813316 -0.45287499 6.08800e-03 8.53961e-05  1.04410708 -1.00733662  1.14390957 -0.45165953 5.86625e-03 8.42910e-05  1.05181420 -1.05638635  1.17778492 -0.46010232 6.33971e-03 9.08972e-05  1.00145960 -0.93384433  1.12172401 -0.44574696 6.25802e-03 9.11143e-05  1.04563129 -1.01870513  1.19115889 -0.46599421 6.18231e-03 9.16142e-05  1.06748784 -1.06464124  1.22942829 -0.47833917 6.22250e-03 9.29724e-05  1.05618286 -1.04966724  1.21698689 -0.47454810 6.38447e-03 9.68562e-05  1.03354049 -1.01804519  1.19313502 -0.46825051 6.42425e-03 9.81675e-05  0.99627340 -0.94526112  1.12463152 -0.44527367 6.30315e-03 9.47447e-05  0.96155638 -0.87867552  1.05944014 -0.42228729 6.27867e-03 9.64999e-05  0.93203557 -0.82462996  1.01009393 -0.40593606 6.41381e-03 9.82989e-05  1.01617992 -0.96588761  1.11009300 -0.43351853 6.50491e-03 1.00747e-04  1.05779803 -1.04314613  1.16771483 -0.44936466 6.64770e-03 1.05736e-04  1.05058432 -1.07044673  1.21760082 -0.47290286 6.66878e-03 1.06096e-04  0.98638511 -0.95701683  1.11917114 -0.44117010 6.58211e-03 1.07882e-04  0.92300206 -0.82147932  0.99015242 -0.39759490 6.37679e-03 1.06847e-04  0.88912755 -0.76069236  0.92904568 -0.37524351 6.32996e-03 1.07665e-04  0.86965215 -0.70651656  0.86824942 -0.35332951 6.29455e-03 1.10902e-04  0.84967512 -0.65867829  0.81871927 -0.33569431 6.37273e-03 1.14838e-04  0.91760802 -0.81129628  0.96105999 -0.38505957 6.42200e-03 1.17388e-04  0.97290063 -0.92697811  1.05984187 -0.41646403 6.53315e-03 1.23319e-04  0.95532680 -0.88962811  1.02010131 -0.40272197 6.58767e-03 1.22633e-04  0.95886046 -0.90776330  1.03860450 -0.41020918 6.60168e-03 1.16103e-04  0.94639611 -0.89727515  1.02762008 -0.40571791 6.68323e-03 1.23994e-04  0.88705623 -0.76415414  0.89851838 -0.36144933 6.52031e-03 1.17124e-04  0.85023999 -0.68718022  0.81901836 -0.33200660 6.34304e-03 1.18143e-04  0.81835759 -0.62358052  0.75542408 -0.30952722 6.41592e-03 1.23283e-04  0.81445080 -0.61272246  0.74297780 -0.30557725 6.40634e-03 1.21940e-04  0.83992928 -0.69226217  0.82406509 -0.33410355 6.30535e-03 1.07809e-04  0.97909790 -1.02369881  1.12775326 -0.43573543 5.56333e-03 4.88360e-05  1.30606484 -1.84439731  1.90974998 -0.70319843 5.86286e-03 6.31930e-05  1.07278204 -1.29214871  1.38176823 -0.52512670 5.87181e-03 9.27422e-05  0.91879469 -0.91810942  1.02121389 -0.40160957 6.12857e-03 1.34285e-04  0.75317460 -0.46849293  0.58932877 -0.25393483
  5798.049  17.154  4.43769   0.00000 3.45724e-03 4.23865e-05  0.39884645  0.49304062 -0.11547578 -0.02092264 3.38317e-03 4.12278e-05  0.40276754  0.47207946 -0.09450658 -0.02877424 3.45509e-03 4.17225e-05  0.40687588  0.46719950 -0.09836617 -0.02656454 3.58283e-03 4.30181e-05  0.41591874  0.44707096 -0.08909818 -0.02850519 3.68661e-03 4.42129e-05  0.41799793  0.44485450 -0.09474739 -0.02691719 3.74660e-03 4.23888e-05  0.43562996  0.50834787 -0.24316761  0.02691814 3.65308e-03 4.01374e-05  0.47879976  0.42196664 -0.20468214  0.02127117 3.85070e-03 4.48220e-05  0.41930157  0.44495323 -0.10828508 -0.02221340 3.80644e-03 4.41879e-05  0.42571044  0.42102551 -0.08683073 -0.02803701 3.77775e-03 4.33810e-05  0.43370155  0.40189973 -0.07548431 -0.03068125 3.80901e-03 4.35163e-05  0.43817365  0.38401854 -0.06106602 -0.03502982 3.91338e-03 4.45019e-05  0.43884555  0.37871027 -0.06149297 -0.03401758 3.95175e-03 4.46178e-05  0.43768594  0.38098446 -0.06864901 -0.03115001 3.88900e-03 4.38387e-05  0.43558237  0.38466531 -0.07678679 -0.02780843 3.87940e-03 4.34364e-05  0.44176632  0.35895804 -0.05509871 -0.03453787 3.98807e-03 4.43428e-05  0.44837284  0.35161310 -0.05726316 -0.03332756 4.03540e-03 4.49921e-05  0.45906639  0.31316853 -0.02305146 -0.04404363 4.14125e-03 4.56366e-05  0.46111381  0.30608940 -0.02238825 -0.04333518 4.16829e-03 4.55201e-05  0.45628548  0.31427625 -0.03489368 -0.03860289 4.12548e-03 4.46657e-05  0.45111349  0.32721841 -0.05280194 -0.03227643 3.99600e-03 4.29373e-05  0.46733299  0.27695933 -0.01572194 -0.04228421 4.00137e-03 4.23586e-05  0.45477468  0.32173297 -0.06408191 -0.02673117 3.98097e-03 4.17040e-05  0.45703059  0.31353760 -0.06070396 -0.02727741 4.03840e-03 4.20060e-05  0.46523955  0.29017326 -0.04487953 -0.03169877 4.08151e-03 4.21530e-05  0.47450608  0.26351240 -0.02451730 -0.03789964 4.17464e-03 4.23830e-05  0.47583655  0.26594406 -0.03646991 -0.03305909 4.22561e-03 4.27854e-05  0.47278967  0.26930785 -0.04098750 -0.03185697 4.23788e-03 4.33649e-05  0.46541739  0.27661484 -0.04658925 -0.03012158 4.30303e-03 4.33457e-05  0.46495178  0.27849638 -0.05459455 -0.02704856 4.21217e-03 4.24383e-05  0.45582277  0.29697707 -0.07313118 -0.02091152 4.09866e-03 4.10455e-05  0.46353069  0.26696029 -0.05094185 -0.02704193 4.16451e-03 4.09616e-05  0.46493763  0.26642913 -0.05692066 -0.02436166 4.17346e-03 4.12361e-05  0.46247020  0.26226622 -0.05468405 -0.02453613 4.18494e-03 4.04092e-05  0.47929695  0.22811878 -0.03926769 -0.02681565 3.77893e-03 3.58922e-05  0.64286804 -0.26784784  0.40093797 -0.16254082 3.97566e-03 3.74368e-05  0.54242957  0.02537315  0.14193177 -0.08544158 3.93155e-03 3.67339e-05  0.51019150  0.11888132  0.04719948 -0.05497168 3.98967e-03 3.71967e-05  0.47543466  0.21458523 -0.03156263 -0.03215107
  4776.036   8.350  4.50000   0.00000 1.41227e-03 1.31493e-05  0.60739660 -0.40660766  1.07144260 -0.42369378 1.39582e-03 1.28259e-05  0.60900247 -0.40215713  1.05241799 -0.41519776 1.43930e-03 1.30934e-05  0.61279500 -0.39866230  1.04014254 -0.41214305 1.48208e-03 1.37473e-05  0.61518437 -0.41414180  1.04990089 -0.41428560 1.52487e-03 1.40739e-05  0.62323833 -0.42807132  1.05072129 -0.41335529 1.63200e-03 1.43252e-05  0.61346650 -0.35358459  0.98759216 -0.41658166 1.62739e-03 1.38996e-05  0.61535656 -0.30410486  0.90171033 -0.38941461 1.65653e-03 1.44915e-05  0.62547553 -0.39354122  0.99500823 -0.39781171 1.63654e-03 1.44251e-05  0.65090668 -0.44196641  1.02746403 -0.40561178 1.64235e-03 1.43690e-05  0.66467118 -0.45160565  1.02527297 -0.40589121 1.66361e-03 1.44538e-05  0.66510326 -0.44775850  1.01004994 -0.39884874 1.71735e-03 1.47282e-05  0.65845174 -0.43162069  0.98426116 -0.38891041 1.74332e-03 1.48142e-05  0.64452368 -0.40409023  0.95441401 -0.37900883 1.72122e-03 1.44364e-05  0.64045340 -0.40176597  0.94517827 -0.37439948 1.73218e-03 1.43100e-05  0.63571650 -0.38308811  0.91307873 -0.36204061 1.78037e-03 1.49955e-05  0.69024795 -0.48670322  1.00122070 -0.39134550 1.79687e-03 1.53241e-05  0.73651242 -0.57225519  1.05519652 -0.40389439 1.86285e-03 1.54782e-05  0.70617622 -0.50926006  0.99628198 -0.38718024 1.89876e-03 1.52754e-05  0.67160535 -0.44090343  0.92533708 -0.36244363 1.88409e-03 1.50698e-05  0.65070993 -0.40354583  0.88886052 -0.35058421 1.84667e-03 1.44150e-05  0.65163678 -0.39143363  0.85376513 -0.33667278 1.86091e-03 1.44852e-05  0.64604008 -0.38742602  0.85932505 -0.34158668 1.87023e-03 1.43933e-05  0.64180017 -0.36840099  0.83360147 -0.33363780 1.90249e-03 1.46480e-05  0.65952599 -0.40194929  0.85461611 -0.33993974 1.92607e-03 1.49486e-05  0.68036938 -0.44109720  0.88087243 -0.34764275 1.99908e-03 1.52131e-05  0.68153304 -0.42941639  0.86411721 -0.34428316 2.03045e-03 1.52882e-05  0.68490744 -0.44119734  0.86751986 -0.34369811 2.03668e-03 1.50069e-05  0.69612753 -0.47906846  0.88909703 -0.34603661 2.08497e-03 1.52355e-05  0.67769343 -0.43697083  0.84731406 -0.33355069 2.04914e-03 1.47352e-05  0.67318702 -0.43544680  0.84044963 -0.32963142 1.99330e-03 1.43817e-05  0.67095655 -0.43691149  0.82812035 -0.32315594 2.05911e-03 1.44931e-05  0.66632789 -0.41132218  0.80022174 -0.31634009 2.04310e-03 1.45328e-05  0.67603153 -0.44723088  0.82428688 -0.32082540 2.07888e-03 1.47289e-05  0.69161493 -0.45703393  0.82372963 -0.32325628 1.89266e-03 1.29983e-05  0.76668525 -0.60921609  0.86392802 -0.32294115 2.00993e-03 1.37337e-05  0.70263767 -0.47289228  0.78748709 -0.30531079 1.98477e-03 1.35836e-05  0.69062793 -0.46902663  0.79539692 -0.30946252 2.03391e-03 1.37556e-05  0.66553438 -0.40369108  0.74888992 -0.29755118
  6167.830  14.296  4.04001   0.00000 4.40348e-03 4.00709e-05  0.74980026 -0.22337395  0.39752406 -0.15811294 4.29919e-03 3.87465e-05  0.74660218 -0.22138931  0.39166397 -0.15616977 4.38300e-03 3.92378e-05  0.75138080 -0.23162772  0.39577797 -0.15704037 4.53901e-03 4.02779e-05  0.76153004 -0.25759971  0.41418159 -0.16316299 4.66951e-03 4.12174e-05  0.76364642 -0.26121542  0.41115379 -0.16316876 4.68075e-03 3.88387e-05  0.81664145 -0.32063282  0.39541087 -0.15728934 4.53401e-03 3.64324e-05  0.85252482 -0.41365361  0.45444486 -0.17226060 4.83761e-03 4.15084e-05  0.76568639 -0.27016655  0.40942574 -0.16286710 4.77780e-03 4.08880e-05  0.77387691 -0.28539568  0.41568896 -0.16163109 4.72691e-03 4.00445e-05  0.78158677 -0.30214003  0.42465609 -0.16339976 4.76120e-03 4.01536e-05  0.78249687 -0.31476355  0.43753770 -0.16824132 4.88774e-03 4.09850e-05  0.78189355 -0.32388332  0.44508782 -0.17097932 4.92694e-03 4.09492e-05  0.77530462 -0.31700957  0.43828031 -0.16942431 4.84642e-03 4.01009e-05  0.76367676 -0.29651648  0.41612032 -0.16176406 4.82792e-03 3.97452e-05  0.75227737 -0.28226638  0.40097624 -0.15625165 4.94931e-03 4.03523e-05  0.76699162 -0.28799528  0.38349748 -0.14622946 5.01564e-03 4.10711e-05  0.77394122 -0.30147353  0.38694322 -0.14509514 5.13049e-03 4.14153e-05  0.79157245 -0.36373156  0.45339546 -0.17003118 5.15692e-03 4.12801e-05  0.78152376 -0.35995889  0.45499185 -0.17254615 5.09315e-03 4.02777e-05  0.76345122 -0.32596153  0.42098826 -0.16136415 4.93295e-03 3.88396e-05  0.75434101 -0.32210171  0.41234317 -0.15723114 4.91388e-03 3.78710e-05  0.74760282 -0.29827523  0.38345778 -0.14746605 4.88135e-03 3.73558e-05  0.74241257 -0.29116130  0.37471649 -0.14432311 4.94450e-03 3.75598e-05  0.77293813 -0.36144936  0.43515125 -0.16423196 4.98826e-03 3.76306e-05  0.79801726 -0.41839707  0.48277143 -0.17958228 5.08150e-03 3.76425e-05  0.80167401 -0.43018925  0.48886174 -0.18164110 5.13912e-03 3.78137e-05  0.80163932 -0.43232515  0.48769996 -0.18130080 5.16842e-03 3.83023e-05  0.79050976 -0.41042018  0.46349061 -0.17263003 5.22922e-03 3.81102e-05  0.77419478 -0.38200417  0.43574181 -0.16366543 5.11990e-03 3.72404e-05  0.75124669 -0.33074173  0.38318062 -0.14514196 4.97809e-03 3.58969e-05  0.73797011 -0.31266874  0.36163113 -0.13693997 5.03792e-03 3.57885e-05  0.74147964 -0.32634619  0.37378198 -0.14139377 5.04691e-03 3.56702e-05  0.75422412 -0.36380389  0.40592235 -0.15130498 5.03159e-03 3.47866e-05  0.79633218 -0.44779992  0.46440968 -0.16782667 4.54379e-03 3.20339e-05  0.92350000 -0.86272192  0.88510448 -0.31524411 4.76645e-03 3.27312e-05  0.82551366 -0.57881516  0.60662413 -0.22357784 4.70827e-03 3.17507e-05  0.78290874 -0.46606442  0.48490012 -0.18012892 4.79350e-03 3.25667e-05  0.72844410 -0.33654487  0.37960085 -0.14756352
  6974.773  29.910  4.29240   0.00000 6.88162e-03 1.00325e-04  1.32672405 -1.62116230  1.72276628 -0.63691711 6.69136e-03 9.84938e-05  1.32085419 -1.62020385  1.72078025 -0.63599133 6.80483e-03 1.00198e-04  1.32738352 -1.63661063  1.73334539 -0.64026320 7.03009e-03 1.04452e-04  1.33364713 -1.65460193  1.74609280 -0.64455688 7.20393e-03 1.06686e-04  1.33836639 -1.66848898  1.75192738 -0.64670479 7.01193e-03 1.03478e-04  1.39889336 -1.81939101  1.84303129 -0.67686486 6.73256e-03 1.00331e-04  1.40767241 -1.87089431  1.87683475 -0.68438214 7.38413e-03 1.12164e-04  1.33545685 -1.67721832  1.75835919 -0.65053171 7.28961e-03 1.11854e-04  1.43037522 -1.86575401  1.92259192 -0.70222008 7.18833e-03 1.11648e-04  1.47490776 -1.95779753  2.00164199 -0.72767347 7.23080e-03 1.12536e-04  1.46283937 -1.94470561  1.99450612 -0.72706831 7.41112e-03 1.16449e-04  1.42024422 -1.87478590  1.93695271 -0.70929343 7.44503e-03 1.17641e-04  1.35785854 -1.75688171  1.83236253 -0.67539281 7.30136e-03 1.13479e-04  1.29026771 -1.62025559  1.70259976 -0.63048255 7.26588e-03 1.14464e-04  1.23543715 -1.50647891  1.59277856 -0.59215045 7.40817e-03 1.16341e-04  1.40302658 -1.80899501  1.83050156 -0.66303009 7.51393e-03 1.18294e-04  1.48928750 -1.96745646  1.95448291 -0.69922572 7.66538e-03 1.23033e-04  1.47424626 -2.00133634  2.02603960 -0.73422468 7.68161e-03 1.23157e-04  1.35960484 -1.79918087  1.85905397 -0.68268311 7.56055e-03 1.23866e-04  1.24880958 -1.56598973  1.64002216 -0.60834342 7.31878e-03 1.21470e-04  1.18019867 -1.42762494  1.50571060 -0.56100178 7.24065e-03 1.21775e-04  1.15017867 -1.35754824  1.43324494 -0.53551221 7.18509e-03 1.23909e-04  1.12750626 -1.30783272  1.38436854 -0.51884884 7.26269e-03 1.27481e-04  1.26309407 -1.60632145  1.66180861 -0.61373872 7.30979e-03 1.29526e-04  1.38035858 -1.85808516  1.89104867 -0.69107515 7.41080e-03 1.34445e-04  1.36307192 -1.82841778  1.85996354 -0.68004316 7.46579e-03 1.33684e-04  1.36759269 -1.85162282  1.88455641 -0.68945253 7.49066e-03 1.26546e-04  1.33452511 -1.79445481  1.82919061 -0.66957259 7.55860e-03 1.34083e-04  1.23424220 -1.57621610  1.62071550 -0.59795922 7.37480e-03 1.26507e-04  1.15819287 -1.41420138  1.46326685 -0.54245895 7.16116e-03 1.26438e-04  1.09948254 -1.29301322  1.34609997 -0.50177366 7.22571e-03 1.31142e-04  1.10354948 -1.30039310  1.34915924 -0.50220120 7.21580e-03 1.29528e-04  1.14373100 -1.41252518  1.46393836 -0.54287058 7.10376e-03 1.12014e-04  1.37556577 -1.94424009  1.95305955 -0.70667648 6.44660e-03 6.60685e-05  1.57142687 -2.34646893  2.27318716 -0.80475730 6.66575e-03 7.09404e-05  1.35687351 -1.89812362  1.86651695 -0.67129600 6.59857e-03 9.50079e-05  1.19305480 -1.53928161  1.53724098 -0.56182986 6.81811e-03 1.37824e-04  1.03698742 -1.14179754  1.17339981 -0.44213104
  4258.286  17.384  2.42000   0.00000 7.08539e-04 1.83808e-05  0.95048350 -1.30707443  1.78687584 -0.54991138 7.04822e-04 1.79315e-05  0.95689797 -1.31975138  1.78334045 -0.54686421 7.32241e-04 1.84215e-05  0.96334082 -1.32677042  1.78859961 -0.55222178 7.68465e-04 1.94565e-05  0.96892542 -1.33559144  1.79657233 -0.55874550 7.95397e-04 1.99805e-05  0.97132158 -1.33199191  1.78080320 -0.55382949 8.47584e-04 2.07923e-05  0.96412992 -1.31548250  1.77797031 -0.56515312 8.59290e-04 2.07794e-05  0.97305065 -1.32250452  1.79306924 -0.58565098 8.64028e-04 2.10229e-05  0.98107195 -1.33481812  1.76948786 -0.55678892 8.55810e-04 2.15462e-05  1.09648657 -1.53257036  1.92098916 -0.60270679 8.64284e-04 2.21795e-05  1.13844955 -1.58954239  1.96462667 -0.62013918 8.77545e-04 2.23638e-05  1.13658130 -1.58886778  1.95755887 -0.61861140 9.11625e-04 2.25911e-05  1.10078955 -1.53143406  1.90880108 -0.60682422 9.31567e-04 2.24298e-05  1.04207480 -1.42899752  1.81835115 -0.57874882 9.15875e-04 2.11699e-05  0.99381739 -1.33131337  1.70530665 -0.53521961 9.27838e-04 2.09683e-05  0.95378602 -1.24542296  1.62223339 -0.51129746 9.45337e-04 2.33171e-05  1.14306343 -1.53645551  1.82347202 -0.56317639 9.57038e-04 2.46919e-05  1.25978184 -1.70372939  1.92133701 -0.58674240 1.00609e-03 2.46005e-05  1.22897327 -1.72338629  1.99668622 -0.63128090 1.03012e-03 2.32303e-05  1.11045134 -1.53320873  1.83650887 -0.58255452 1.03501e-03 2.26326e-05  0.99969822 -1.32611525  1.65791869 -0.52727318 1.02788e-03 2.18742e-05  0.94317663 -1.20774400  1.54798412 -0.49611115 1.04123e-03 2.18047e-05  0.91050011 -1.14773834  1.49631619 -0.47939783 1.05747e-03 2.19633e-05  0.88971847 -1.10646164  1.46594274 -0.47470477 1.08258e-03 2.29958e-05  1.03520167 -1.39849401  1.72745633 -0.56474084 1.10113e-03 2.41570e-05  1.16927445 -1.65238070  1.94455981 -0.63738936 1.14675e-03 2.50280e-05  1.14181376 -1.59793794  1.90196168 -0.62802941 1.16356e-03 2.48534e-05  1.15958440 -1.63648927  1.92074907 -0.63106072 1.15319e-03 2.32981e-05  1.14758706 -1.60038292  1.84089506 -0.59407234 1.19852e-03 2.38314e-05  1.03738153 -1.38657749  1.66364694 -0.54192024 1.16861e-03 2.22524e-05  0.97780788 -1.25952613  1.51636398 -0.48436120 1.16080e-03 2.18445e-05  0.92405164 -1.14837205  1.41320074 -0.45328060 1.20292e-03 2.24433e-05  0.92614812 -1.16171825  1.43855989 -0.46783182 1.19639e-03 2.25094e-05  0.98456275 -1.28051424  1.53034770 -0.49638146 1.22546e-03 2.39491e-05  1.18203902 -1.67468214  1.89692390 -0.62601161 1.14335e-03 2.12361e-05  1.32179832 -1.92322373  2.05185390 -0.67933488 1.21591e-03 2.24466e-05  1.09269857 -1.49012327  1.70822811 -0.56800127 1.21202e-03 2.21744e-05  0.97375965 -1.25406086  1.49586153 -0.49661362 1.24771e-03 2.28144e-05  0.88512874 -1.08142018  1.35806596 -0.45198148
  5694.213  16.629  3.94284   0.00000 3.19943e-03 3.98090e-05  0.49606568  0.21936177  0.16390380 -0.11273868 3.13102e-03 3.88498e-05  0.49904311  0.19969824  0.18306112 -0.11961178 3.19961e-03 3.93619e-05  0.50358343  0.19392355  0.18093644 -0.11842133 3.32265e-03 4.05795e-05  0.51409966  0.17356393  0.18874027 -0.11954419 3.42241e-03 4.17997e-05  0.51813793  0.16484696  0.19084747 -0.12078263 3.49800e-03 4.10130e-05  0.52941662  0.21474974  0.08104745 -0.08464424 3.41778e-03 3.90817e-05  0.56947583  0.14047264  0.10741905 -0.08659629 3.57698e-03 4.25850e-05  0.52015543  0.15687566  0.18833302 -0.12037070 3.53618e-03 4.19499e-05  0.56162858  0.06525244  0.26849711 -0.14585823 3.51020e-03 4.11729e-05  0.58569187  0.01528168  0.30606252 -0.15703373 3.54023e-03 4.13628e-05  0.58834684 -0.00042519  0.31942526 -0.16132988 3.63882e-03 4.23609e-05  0.57813358  0.01265731  0.30511785 -0.15653031 3.67667e-03 4.25010e-05  0.55630767  0.05716877  0.25979900 -0.14097685 3.61798e-03 4.18657e-05  0.53199774  0.10881208  0.20697355 -0.12245271 3.60895e-03 4.15761e-05  0.52332067  0.11613058  0.19624221 -0.11767797 3.71111e-03 4.24819e-05  0.57902676  0.02250302  0.26316530 -0.13751778 3.75699e-03 4.32477e-05  0.62124866 -0.07258297  0.34351307 -0.16252604 3.85734e-03 4.37520e-05  0.62714911 -0.10889789  0.38426343 -0.17866795 3.88351e-03 4.37850e-05  0.58372945 -0.02865149  0.31184494 -0.15538064 3.84827e-03 4.29407e-05  0.54347521  0.05777234  0.22656447 -0.12625624 3.73290e-03 4.14379e-05  0.53686392  0.06310362  0.20828849 -0.11689860 3.73874e-03 4.07812e-05  0.51489800  0.12559842  0.14471221 -0.09635103 3.72294e-03 4.02108e-05  0.51192945  0.12860531  0.13772896 -0.09341914 3.77966e-03 4.05293e-05  0.56515312  0.00768079  0.24558550 -0.12971519 3.82014e-03 4.07029e-05  0.61722088 -0.11051352  0.35103816 -0.16502705 3.91093e-03 4.09795e-05  0.61319256 -0.10029225  0.33465126 -0.15937091 3.95947e-03 4.14272e-05  0.61282337 -0.10423853  0.33806464 -0.16121256 3.96707e-03 4.22486e-05  0.59525794 -0.07648320  0.31471887 -0.15381202 4.03300e-03 4.21784e-05  0.56322968 -0.00654918  0.24277487 -0.12871730 3.94636e-03 4.14359e-05  0.52994037  0.06515773  0.17367342 -0.10506478 3.84574e-03 4.00801e-05  0.52083755  0.07657830  0.15409668 -0.09645919 3.90895e-03 3.99979e-05  0.52485490  0.06770990  0.15721552 -0.09708564 3.91682e-03 4.01480e-05  0.54192132  0.02176042  0.19662248 -0.10950283 3.92850e-03 3.93123e-05  0.61651218 -0.13421164  0.32591954 -0.15191637 3.54938e-03 3.50291e-05  0.81591642 -0.68250114  0.80538040 -0.30038357 3.73802e-03 3.64600e-05  0.65350550 -0.27324155  0.44483617 -0.18915591 3.70327e-03 3.59260e-05  0.58555257 -0.10586090  0.28212270 -0.13488907 3.76963e-03 3.66876e-05  0.52537805  0.03449729  0.16870444 -0.10023517
