      0.88100000      0.29458681     0.031727047     0.031864983
      0.87180000      0.32701725     0.029369320     0.029772432
      0.86250000      0.33259927     0.027931757     0.028013764
      0.85330000      0.33409615     0.026614516     0.027392600
      0.84410000      0.36757928     0.024891678     0.025363346
      0.83530000      0.35105326     0.024798446     0.025175653
      0.82660000      0.34087122     0.024138679     0.024571201
      0.81830000      0.33836481     0.023398610     0.023529200
      0.81010000      0.35620380     0.022722087     0.023097879
      0.80180000      0.36341945     0.022323362     0.022389911
      0.79350000      0.39022676     0.020250557     0.020628643
      0.78570000      0.38932649     0.019234564     0.019625636
      0.77790000      0.37617415     0.020198498     0.020021738
      0.77060000      0.39159963     0.019668434     0.020425556
      0.76330000      0.41182226     0.019857897     0.020292547
      0.75640000      0.41414230     0.019528123     0.019471161
      0.74960000      0.42322716     0.019212943     0.019519839
      0.74280000      0.42786659     0.019021418     0.019257480
      0.73600000      0.45659133     0.018358703     0.018621088
      0.72920000      0.47893243     0.019032792     0.018524566
      0.72230000      0.45970072     0.018948423     0.019490723
      0.71590000      0.46558060     0.020389465     0.020619584
      0.70950000      0.46193323     0.020879753     0.021550037
      0.70350000      0.48972884     0.020411170     0.020919891
      0.69770000      0.50929833     0.020189844     0.021193104
      0.69180000      0.50334797     0.020949017     0.021041974
      0.68600000      0.51087605     0.022953167     0.021791115
      0.68040000      0.54768980     0.021198437     0.020860687
      0.67500000      0.54342365     0.021632280     0.021499144
      0.66970000      0.56628448     0.022398810     0.023116748
      0.66430000      0.55245428     0.024538472     0.025380759
      0.65900000      0.56177449     0.026630722     0.027565646
      0.65360000      0.51456088     0.031545546     0.033525198
      0.64850000      0.53854200     0.033967210     0.036365285
      0.64360000      0.52463750     0.039871750     0.044447210
      0.63890000      0.53845004     0.041703401     0.044933216
      0.63450000      0.56340533     0.044596671     0.050230997
      0.63000000      0.59474636     0.043181824     0.047334406
